           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
            5.434           -1.976            -4.94     -0.045323499     0.0050041452     0.0093690893     0.0041406499       0.01847508     -0.037414566
           -5.434           -1.482            -4.94      0.048259072    -0.0050235316     0.0047526937      0.004615115      0.020221924     -0.037424974
            -4.94           -1.482            -4.94      0.054485377    -0.0045594205     0.0058844402     0.0046714353      0.025458956     -0.038357329
           -4.446           -1.482            -4.94      0.060825501    -0.0040995926     0.0077062836     0.0047439476      0.033278596     -0.039577138
           -3.952           -1.482            -4.94      0.067364484    -0.0036472497      0.010733888     0.0048447507      0.045610666     -0.041299205
           -3.458           -1.482            -4.94      0.073005378    -0.0031974576      0.014814668     0.0049324231      0.060230125     -0.042834599
           -2.964           -1.482            -4.94      0.078051038    -0.0027493564      0.019593466     0.0050113928      0.076365612     -0.044246268
            -2.47           -1.482            -4.94      0.078656092    -0.0022999821      0.025917452     0.0050728139      0.095012613     -0.045363218
           -1.976           -1.482            -4.94      0.077577703     -0.001849801      0.032585546     0.0051291441       0.11408905     -0.046395134
           -1.482           -1.482            -4.94      0.066437013    -0.0013928099      0.039825406       0.00516464       0.13252062     -0.047082815
           -0.988           -1.482            -4.94      0.052541323   -0.00093543908      0.046862856     0.0051968028       0.15005068     -0.047696277
           -0.494           -1.482            -4.94      0.028591856   -0.00046818925      0.052053031     0.0052132211       0.16208529     -0.048019294
    8.8817842e-16           -1.482            -4.94    -2.162793e-06    3.5075932e-06      0.053944286     0.0052200295       0.16636038     -0.048123956
            0.494           -1.482            -4.94     -0.028587874    0.00046650512      0.052055202     0.0052119563       0.16209489     -0.048027489
            0.988           -1.482            -4.94     -0.052540831    0.00093326322      0.046861496     0.0051969104       0.15005796     -0.047697287
            1.482           -1.482            -4.94     -0.066436335     0.0013928261      0.039825123     0.0051645786       0.13252428     -0.047079932
            1.976           -1.482            -4.94     -0.077578783     0.0018505257      0.032585859     0.0051291236       0.11408852     -0.046394996
             2.47           -1.482            -4.94     -0.078656554     0.0023004143      0.025917673     0.0050727152      0.095011845     -0.045363571
            2.964           -1.482            -4.94     -0.078050949     0.0027495639      0.019593548     0.0050112042      0.076364994     -0.044246785
            3.458           -1.482            -4.94     -0.073006116     0.0031982209      0.014814664     0.0049321335       0.06022995     -0.042834569
            3.952           -1.482            -4.94     -0.067365594     0.0036481514      0.010733851     0.0048444066      0.045610867     -0.041298725
            4.446           -1.482            -4.94     -0.060826283     0.0041000042     0.0077062962     0.0047436198      0.033279091     -0.039576355
             4.94           -1.482            -4.94      -0.05448582     0.0045592887     0.0058844183     0.0046710959      0.025459688     -0.038356431
            5.434           -1.482            -4.94     -0.048259161     0.0050228266     0.0047525885     0.0046147481      0.020222861     -0.037424069
           -5.434           -0.988            -4.94      0.050957147    -0.0050413832   -9.4128794e-05     0.0050855433      0.021713406     -0.037366986
            -4.94           -0.988            -4.94      0.057925642    -0.0045749494    0.00049351342       0.00514398      0.027336773     -0.038299993
           -4.446           -0.988            -4.94      0.065119006    -0.0041132951     0.0015053899     0.0052193743      0.035790738     -0.039520308
           -3.952           -0.988            -4.94      0.072705269    -0.0036599925     0.0032585037     0.0053243963      0.049190432     -0.041242633
           -3.458           -0.988            -4.94      0.079520911    -0.0032091092     0.0058567491     0.0054161628      0.065308817     -0.042776518
           -2.964           -0.988            -4.94      0.085825793    -0.0027598294     0.0090151252     0.0054991432       0.08322908     -0.044185508
            -2.47           -0.988            -4.94      0.087446705    -0.0023101708      0.013576791     0.0055643553        0.1043784     -0.045298025
           -1.976           -0.988            -4.94      0.087220445    -0.0018596626      0.018476253     0.0056244726       0.12612869     -0.046325345
           -1.482           -0.988            -4.94      0.075514235    -0.0013997384      0.024201542     0.0056642173       0.14764154     -0.047010481
           -0.988           -0.988            -4.94      0.060456876   -0.00094108185      0.029843595     0.0056994883       0.16820446     -0.047619905
           -0.494           -0.988            -4.94      0.033109628   -0.00047166899      0.034197237     0.0057126507       0.18257874     -0.047937009
    8.8817842e-16           -0.988            -4.94   -4.1569001e-07    3.3277561e-06      0.035809152      0.005725218        0.1877037      -0.04804375
            0.494           -0.988            -4.94     -0.033107828    0.00046995821      0.034197602     0.0057228417       0.18258043     -0.047941446
            0.988           -0.988            -4.94     -0.060456529    0.00094163936      0.029843429     0.0056977281       0.16821204     -0.047621068
            1.482           -0.988            -4.94     -0.075512275     0.0014019083      0.024201825      0.005662655       0.14764577     -0.047005046
            1.976           -0.988            -4.94     -0.087219425     0.0018615448      0.018476976     0.0056245876       0.12612832     -0.046324935
             2.47           -0.988            -4.94     -0.087445363     0.0023121533      0.013577264     0.0055646123       0.10437802     -0.045298491
            2.964           -0.988            -4.94     -0.085824199     0.0027617556      0.009015359     0.0054994007      0.083229035     -0.044186361
            3.458           -0.988            -4.94     -0.079519883     0.0032099988     0.0058570867     0.0054163453      0.065308988     -0.042777058
            3.952           -0.988            -4.94     -0.072705105     0.0036599752     0.0032589028     0.0053245435      0.049190752     -0.041242838
            4.446           -0.988            -4.94     -0.065120146     0.0041125678     0.0015057859     0.0052195461      0.035791103     -0.039520144
             4.94           -0.988            -4.94     -0.057926863     0.0045736609    0.00049386814     0.0051440299      0.027337203     -0.038299527
            5.434           -0.988            -4.94     -0.050957751     0.0050396197   -9.3836919e-05     0.0050853868       0.02171392     -0.037366264
           -5.434           -0.494            -4.94      0.052583903    -0.0050489288    -0.0057392907     0.0055383383      0.022094063     -0.037047002
            -4.94           -0.494            -4.94      0.060034707    -0.0045818333    -0.0058979033     0.0055989777      0.027927157     -0.037976332
           -4.446           -0.494            -4.94      0.067793988    -0.0041199527    -0.0060357628     0.0056771268      0.036737971     -0.039191715
           -3.952           -0.494            -4.94      0.076092228    -0.0036671825    -0.0061373604     0.0057858699      0.050751571      -0.04090691
           -3.458           -0.494            -4.94       0.08374659    -0.0032176336    -0.0058789682     0.0058815405      0.067787759     -0.042434145
           -2.964           -0.494            -4.94      0.090974204    -0.0027702195    -0.0053819856     0.0059685479      0.086827233     -0.043836806
            -2.47           -0.494            -4.94      0.093435332    -0.0023207811    -0.0041522305     0.0060380399       0.10965735     -0.044942569
           -1.976           -0.494            -4.94      0.093955897    -0.0018700878    -0.0027267342     0.0061024325       0.13323152     -0.045963228
