           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
            0.524           -1.048           -4.978       0.18785211     0.0014405898      0.035113566    0.00036163861      -0.74591726       0.19711603
            1.048           -1.048           -4.978       0.34882754     0.0042187334       0.04810933      0.001037036      -0.67950082       0.18023458
            1.572           -1.048           -4.978       0.44500625     0.0053454619       0.06945812    0.00055549777      -0.58830118       0.16107182
            2.096           -1.048           -4.978       0.51054156     0.0055185794      0.092480935   -0.00081746909      -0.49267817       0.14308555
             2.62           -1.048           -4.978        0.5282501    0.00046888553       0.11594261    -0.0015385265      -0.40447325       0.13520817
            3.144           -1.048           -4.978       0.52757055    -0.0065888287       0.13957304    -0.0020089443      -0.31912035       0.13121738
            3.668           -1.048           -4.978       0.49661344     -0.022407975       0.14766555     -0.001219403      -0.26273212        0.1337751
            4.192           -1.048           -4.978       0.46146291     -0.039256155       0.15171877   -0.00017443436      -0.21226546       0.13587905
            4.716           -1.048           -4.978       0.41431123      -0.05843731       0.13794789      0.001870136      -0.18508506       0.13216802
             5.24           -1.048           -4.978       0.36406553     -0.077696189       0.12549943     0.0040280884      -0.16410421        0.1283422
            5.764           -1.048           -4.978       0.30801621     -0.097100914       0.11553137     0.0063987207      -0.15475191       0.12430099
           -5.764           -0.524           -4.978      -0.30433774      0.095481783       0.15042716     0.0033439554      -0.15130553       0.13466182
            -5.24           -0.524           -4.978      -0.36278594      0.076189756       0.16487752    0.00077919685      -0.16126172       0.14071563
           -4.716           -0.524           -4.978      -0.41695347      0.056588441       0.18623066    -0.0014342477      -0.18432641       0.14734605
           -4.192           -0.524           -4.978      -0.46883896      0.036822207       0.21126392    -0.0034603993      -0.21437964       0.15428388
           -3.668           -0.524           -4.978      -0.50974256      0.020051103       0.22202021    -0.0040579564      -0.26975784       0.15442616
           -3.144           -0.524           -4.978       -0.5466283     0.0043874141       0.22955132    -0.0043119933      -0.33161607       0.15379703
            -2.62           -0.524           -4.978      -0.55337989    -0.0029014368       0.22477505     -0.003054806      -0.42551377       0.15757884
