           x [cm]           y [cm]           z [cm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
            0.393            0.393           -1.441        1.9338435      0.045036092      -0.67724812     0.0015514758        1.9291022    -0.0033235257
            0.655            0.393           -1.441       0.67435515      0.043374643      -0.81459475     0.0026923288        2.3306179    -0.0055915285
            0.917            0.393           -1.441      -0.16686112      0.040825211      -0.76239735     0.0039106305         2.185189    -0.0078149149
            1.179            0.393           -1.441      -0.50800997      0.036496364      -0.69677532      0.004611725        1.9922085    -0.0090097981
           -1.179            0.655           -1.441      -0.33736163      0.037589416       0.91900605    -0.0064162998       -1.6467993     0.0092723947
           -0.917            0.655           -1.441      0.005161494      0.041537076       0.99327672    -0.0053908695        -1.770016     0.0079380274
           -0.655            0.655           -1.441       0.73022443      0.043784633        1.0345305     -0.003654934       -1.8151412       0.00556722
           -0.393            0.655           -1.441        1.7063429      0.045246646       0.84219211    -0.0020524536       -1.4575394     0.0032617645
           -0.131            0.655           -1.441        2.7596295      0.046067659       0.39848626   -0.00064249383      -0.67387944     0.0010785068
            0.131            0.655           -1.441        2.7596486      0.046027679      -0.39849043    0.00065077748       0.67380017    -0.0010799379
            0.393            0.655           -1.441         1.706342       0.04523984      -0.84218633     0.0020609035        1.4575164    -0.0032558891
            0.655            0.655           -1.441       0.73021984      0.043793418       -1.0345318     0.0036534914        1.8151356     -0.005564739
            0.917            0.655           -1.441     0.0051676501      0.041520711      -0.99327826     0.0053893165        1.7700014    -0.0079392837
            1.179            0.655           -1.441      -0.33736059      0.037584707      -0.91900921     0.0064145923        1.6467925    -0.0092799515
           -1.179            0.917           -1.441      -0.17768174      0.039958682       0.92767596    -0.0082334075       -1.2811048     0.0094620707
           -0.917            0.917           -1.441       0.14118004      0.043049451       0.97434586    -0.0068481467        -1.346415     0.0079697603
           -0.655            0.917           -1.441       0.72256476      0.044740062       0.96015543    -0.0045643868       -1.3244135     0.0054418747
           -0.393            0.917           -1.441         1.427585       0.04582176       0.74888462    -0.0025215703       -1.0304089     0.0030998886
           -0.131            0.917           -1.441        2.1401095      0.046426132       0.33418334   -0.00078489695      -0.45712727     0.0010033845
            0.131            0.917           -1.441        2.1401141      0.046418328      -0.33417952    0.00078543782       0.45710337    -0.0010012859
            0.393            0.917           -1.441         1.427586      0.045818541      -0.74888766     0.0025258353         1.030399    -0.0031008832
            0.655            0.917           -1.441       0.72256184      0.044743225      -0.96015656     0.0045654769        1.3244103    -0.0054445663
